Popularity	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_in min/ms	time_signature	Class
21	0.176	0.907	5	-6.901	0	0.142	0.0016	0.027	0.103	0.182	101.795	280960	5	8
37	0.184	0.964	7	-4.995	1	0.161	3.70E-05	0.106	0.208	0.145	71.802	308857	5	8
46	0.558	0.428	1	-10.608	1	0.0284	0.065	0.00357	0.0931	0.164	110.022	320173	5	8
30	0.193	0.976	1	-4.451	1	0.205	6.43E-05	1.61E-06	0.115	0.266	170.06	327999	5	8
35	0.518	0.647	11	-11.024	0	0.0899	0.0102	0.000217	0.102	0.298	127.393	331000	5	8
16	0.138	0.883	10	-6.656	0	0.0885	0.000273	0.283	0.159	0.116	171.903	381133	5	8
28	0.278	0.834	9	-10.08	0	0.105	0.113	0.0172	0.192	0.118	133.523	461307	5	8
19	0.246	0.605	7	-8.764	1	0.0398	3.35E-05	0.811	0.175	0.169	104.252	469987	5	8
60	0.423	0.795	2	-7.408	1	0.0374	0.000162	0.843	0.269	0.307	96.045	515080	5	8
59	0.323	0.804	7	-7.397	1	0.0369	7.35E-05	0.835	0.0957	0.384	144.756	943529	5	8
68	0.675	0.562	9	-5.99	1	0.0968	0.245	0.00109	0.103	0.655	79.916	2.61605	1	9
2	0.338	0.197	5	-16.06	1	0.0355	0.664	0.000308	0.133	0.21	135.799	195000	1	9
31	0.513	0.775	9	-7.744	0	0.189	0.38	0.000441	0.0901	0.496	85.057	212847	1	9
26	0.435	0.786	7	-7.856	1	0.0526	0.368	1.39E-06	0.0489	0.735	99.895	310773	1	9
35	0.584	0.355	1	-5.373	1	0.0283	0.373	1.45E-06	0.0999	0.305	76.097	3.82245	3	9
27	0.48	0.638	9	-7.48	1	0.0406	0.451	7.98E-06	0.986	0.538	137.897	4.679066667	3	9
60	0.645	0.611	8	-5.925	0	0.137	0.29	2.05E-05	0.237	0.645	157.475	144468	3	9
46	0.534	0.721	9	-8.23	1	0.522	0.4	2.38E-05	0.0688	0.762	74.834	147375	3	9
36	0.535	0.606	9	-8.637	0	0.0713	0.357	0.000142	0.194	0.368	176.79	158520	3	9
52	0.597	0.43	8	-8.036	0	0.0397	0.698	1.88E-05	0.192	0.526	181.949	164419	3	9
55	0.637	0.457	2	-8.455	1	0.259	0.402	0.000129	0.231	0.4	66.743	168896	3	9
66	0.78	0.389	6	-8.877	0	0.0776	0.491	0.00242	0.0699	0.188	121.919	169749	3	9
49	0.395	0.443	6	-9.72	1	0.133	0.765	9.67E-06	0.0839	0.338	168.924	175933	3	9
34	0.338	0.509	6	-6.736	0	0.0337	0.322	1.30E-06	0.0726	0.297	92.35	176933	3	9
45	0.419	0.339	7	-7.694	0	0.0366	0.784	1.56E-06	0.16	0.378	90.566	181390	3	9
54	0.587	0.299	2	-6.649	1	0.0327	0.853	2.11E-06	0.149	0.184	96.657	190067	3	9
46	0.639	0.245	6	-9.8	0	0.0377	0.873	1.68E-05	0.107	0.164	80.118	193562	3	9
20	0.687	0.199	8	-13.854	1	0.0402	0.839	0.00796	0.117	0.153	112.417	194000	3	9
49	0.432	0.497	8	-8.211	1	0.0433	0.559	1.13E-06	0.0807	0.35	167.708	195976	3	9
33	0.711	0.505	3	-11.035	1	0.0291	0.61	0.00132	0.101	0.605	125.961	208944	3	9
44	0.254	0.266	7	-8.603	1	0.0347	0.791	1.42E-06	0.114	0.221	165.336	208954	3	9
10	0.618	0.484	2	-6	1	0.11	0.835	9.66E-05	0.182	0.813	115.757	212067	3	9
76	0.296	0.351	6	-9.538	1	0.0352	0.823	1.45E-06	0.11	0.19	177.06	212720	3	9
75	0.366	0.439	4	-5.238	1	0.0298	0.0781	1.92E-05	0.108	0.11	115.94	214088	3	9
37	0.437	0.382	4	-8.529	1	0.0303	0.834	0.00137	0.103	0.0834	81.703	222649	3	9
44	0.358	0.423	7	-7.828	1	0.0338	0.565	3.38E-05	0.0846	0.309	182.959	226600	3	9
27	0.318	0.359	9	-8.549	0	0.0305	0.681	0.00799	0.0951	0.0397	127.747	227333	3	9
56	0.611	0.313	4	-10.242	1	0.0339	0.835	0.000315	0.111	0.378	134.858	232707	3	9
45	0.741	0.164	11	-12.18	0	0.0334	0.924	0.000889	0.108	0.299	100.491	234551	3	9
27	0.342	0.464	4	-8.166	0	0.0277	0.681	0.00105	0.198	0.11	82.249	235000	3	9
63	0.261	0.277	1	-8.143	0	0.031	0.572	1.40E-06	0.0859	0.0617	179.077	236082	3	9
29	0.352	0.624	2	-8.161	0	0.0321	0.0853	0.563	0.0897	0.175	114.941	238002	3	9
52	0.555	0.412	3	-6.284	1	0.0354	0.692	1.52E-06	0.112	0.282	163.887	238995	3	9
50	0.364	0.316	4	-9.381	1	0.0307	0.51	3.93E-06	0.0956	0.209	143.888	241197	3	9
19	0.338	0.421	4	-11.879	0	0.0309	0.635	7.83E-06	0.0655	0.356	97.064	247000	3	9
33	0.575	0.523	7	-7.078	1	0.0259	0.372	0.000525	0.098	0.312	97.934	248235	3	9
44	0.292	0.451	3	-7.028	0	0.0332	0.792	7.92E-06	0.109	0.366	183.739	262500	3	9
27	0.412	0.417	5	-7.594	1	0.0376	0.652	0.012	0.112	0.16	78.968	269413	3	9
68	0.423	0.407	10	-7.45	1	0.0267	0.312	0.000961	0.11	0.161	139.048	285120	3	9
63	0.506	0.275	7	-8.464	0	0.0292	0.494	0.00377	0.101	0.0639	153.769	298880	3	9
13	0.598	0.772	7	-9.139	1	0.0339	0.00297	0.015	0.924	0.707	126.019	306902	3	9
26	0.415	0.749	9	-7.589	0	0.0348	0.0196	0.078	0.0931	0.37	98.244	311440	3	9
32	0.446	0.263	5	-12.264	0	0.0273	0.717	3.70E-05	0.15	0.173	97.877	322000	3	9
67	0.411	0.364	1	-15.335	1	0.0743	0.951	0.93	0.126	0.0685	95.967	391257	3	9
66	0.266	0.294	7	-11.938	0	0.0291	0.771	0.697	0.107	0.0397	137.941	811077	3	9
84	0.694	0.948	2	-5.307	1	0.0361	0.00936	1.62E-05	0.139	0.705	115.044	0.96915	4	9
72	0.756	0.211	5	-17.646	1	0.409	0.784	8.65E-06	0.11	0.307	81.253	1.461783333	4	9
56	0.747	0.468	8	-9.401	1	0.218	0.0178	0.0131	0.199	0.45	157.98	1.77215	4	9
37	0.938	0.463	1	-13.124	1	0.479	0.035	0.00652	0.1	0.46	119.878	1.86035	4	9
72	0.616	0.694	7	-10.898	1	0.0411	0.664	0.858	0.145	0.732	93.298	1.863116667	4	9
71	0.474	0.921	9	-10.431	0	0.0457	0.00491	0.859	0.476	0.696	93.007	2.038983333	4	9
90	0.855	0.463	3	-7.454	1	0.0367	0.217	1.77E-05	0.347	0.866	102.931	2.046216667	4	9
90	0.855	0.463	3	-7.454	1	0.0367	0.217	1.77E-05	0.347	0.866	102.931	2.04621667	4	9
74	0.815	0.848	4	-4.704	0	0.115	0.023	0.000162	0.0265	0.684	106.032	2.22845	4	9
58	0.627	0.935	4	-3.257	1	0.0495	0.00145	1.72E-05	0.335	0.903	80.986	2.29335	4	9
79	0.804	0.803	1	-4.673	1	0.346	0.409	0.786	0.119	0.339	125	2.356233333	4	9
78	0.663	0.849	11	-4.462	0	0.0334	0.0791	1.20E-06	0.192	0.722	123.992	2.448	4	9
61	0.346	0.944	9	-9.874	1	0.0485	4.16E-05	0.565	0.0546	0.403	179.63	2.4506	4	9
88	0.345	0.941	9	-9.918	1	0.0466	3.84E-05	0.633	0.0511	0.407	179.626	2.45103333	4	9
88	0.669	0.784	7	-5.603	1	0.112	0.194	6.28E-06	0.115	0.517	125.993	2.50088333	4	9
77	0.87	0.565	11	-5.356	0	0.0581	0.0631	0.0579	0.104	0.646	100.041	2.565366667	4	9
88	0.721	0.738	7	-4.77	1	0.0403	0.00226	4.41E-06	0.118	0.637	119.976	2.58305	4	9
77	0.849	0.48	9	-5.835	1	0.226	0.612	0.269	0.295	0.677	142.021	2.64105	4	9
70	0.703	0.0828	7	-14.178	1	0.139	0.825	1.24E-05	0.13	0.57	125.879	2.64755	4	9
62	0.691	0.631	2	-6.478	1	0.0368	0.0483	1.13E-05	0.104	0.8	92.004	2.6854	4	9
36	0.702	0.54	11	-5.629	0	0.0469	0.0542	2.20E-05	0.0807	0.21	102.067	2.763783333	4	9
43	0.863	0.586	7	-6.512	1	0.0617	0.0074	0.000646	0.103	0.823	111.968	2.792666667	4	9
73	0.664	0.721	1	-8.712	1	0.0367	0.0563	0.000554	0.0745	0.747	120.99	2.79933333	4	9
92	0.824	0.862	2	-3.424	1	0.126	0.0076	0.000132	0.303	0.801	122.98	2.81921667	4	9
78	0.733	0.886	2	-1.856	0	0.0426	0.0481	1.81E-06	0.191	0.696	126.031	2.92391667	4	9
75	0.638	0.878	5	-3.639	0	0.0484	0.0151	0.000223	0.308	0.481	103.948	2.94666667	4	9
66	0.81	0.571	10	-7.189	0	0.085	0.0624	1.63E-06	0.094	0.771	125.994	2.98958333	4	9
3	0.979	0.41	8	-11.056	0	0.112	0.658	3.42E-05	0.205	0.74	119.971	3.002033333	4	9
87	0.862	0.753	5	-5.356	1	0.0625	0.131	2.01E-06	0.077	0.827	105.039	3.047616667	4	9
2	0.386	0.116	1	-12.845	1	0.041	0.967	9.62E-05	0.071	0.105	118.17	3.066216667	4	9
90	0.797	0.631	3	-3.818	0	0.0786	0.0904	3.71E-06	0.0998	0.288	129.915	3.07021667	4	9
73	0.705	0.776	4	-6.096	1	0.0445	0.0643	2.81E-06	0.0246	0.366	116.011	3.0884	4	9
89	0.758	0.913	6	-2.926	0	0.113	0.00364	6.92E-05	0.193	0.658	128.04	3.1035	4	9
75	0.591	0.719	11	-7.824	0	0.215	0.0201	3.17E-06	0.906	0.142	100.014	3.11341667	4	9
70	0.572	0.621	2	-7.298	1	0.0336	0.543	2.19E-06	0.124	0.35	159.989	3.12573333	4	9
41	0.601	0.717	7	-5.458	1	0.0259	0.0155	0.000164	0.114	0.658	138.042	3.13155	4	9
42	0.757	0.733	7	-4.722	1	0.0511	0.178	4.47E-06	0.101	0.552	119.984	3.14045	4	9
35	0.918	0.434	9	-9.541	1	0.173	0.569	3.14E-06	0.123	0.75	109.997	3.145583333	4	9
80	0.683	0.615	5	-5.737	1	0.0966	0.222	8.25E-06	0.154	0.45	77.014	3.14821667	4	9
78	0.68	0.895	2	-7.144	1	0.0378	0.0156	0.000374	0.145	0.824	93.037	3.15625	4	9
36	0.657	0.824	1	-3.155	1	0.0347	0.0189	0.00108	0.0859	0.76	96.996	3.16555	4	9
44	0.612	0.818	11	-5.2	1	0.0298	0.000762	0.00349	0.179	0.574	119.985	3.183633333	4	9
73	0.569	0.692	9	-4.683	1	0.0323	0.0167	3.78E-05	0.126	0.737	141.632	3.20355	4	9
77	0.721	0.745	7	-3.508	0	0.0366	0.151	1.24E-06	0.372	0.699	90.988	3.21241667	4	9
62	0.712	0.911	5	-3.866	0	0.0445	0.689	8.02E-06	0.107	0.85	117.533	3.26755	4	9
76	0.601	0.703	7	-6.24	1	0.0379	0.175	8.40E-05	0.571	0.673	106.164	3.270216667	4	9
40	0.59	0.776	6	-5.272	0	0.0705	0.00705	1.69E-05	0.414	0.81	159.946	3.276883333	4	9
75	0.699	0.882	4	-3.896	0	0.0311	0.00296	0.0544	0.13	0.657	120.016	3.280216667	4	9
68	0.72	0.197	2	-12.494	1	0.0361	0.981	0.00187	0.1	0.284	120.024	3.289333333	4	9
37	0.601	0.154	2	-15.975	1	0.0299	0.84	0.00102	0.101	0.159	99.973	3.312216667	4	9
81	0.774	0.838	5	-3.914	0	0.114	0.0249	0.025	0.242	0.924	143.04	3.313333333	4	9
95	0.78	0.718	3	-3.605	0	0.0506	0.31	0.000163	0.0932	0.342	127.949	3.32673333	4	9
39	0.433	0.815	5	-4.737	0	0.38	0.0072	1.92E-06	0.356	0.911	191.803	3.334216667	4	9
55	0.828	0.662	7	-6.419	1	0.0461	0.0394	2.02E-05	0.191	0.847	105.014	3.365116667	4	9
41	0.679	0.795	6	-6.5	0	0.0669	0.0658	1.21E-06	0.0601	0.924	80.009	3.371783333	4	9
69	0.707	0.923	11	-3.957	1	0.0521	0.128	0.000437	0.273	0.842	108.049	3.383333333	4	9
71	0.847	0.843	5	-3.579	0	0.106	0.415	0.000134	0.107	0.963	110.027	3.393333333	4	9
38	0.807	0.859	8	-5.526	1	0.0633	0.0593	0.00127	0.0277	0.707	124.011	3.407333333	4	9
39	0.696	0.587	3	-6.992	0	0.059	0.128	2.17E-05	0.106	0.581	128.003	3.426666667	4	9
80	0.791	0.59	1	-9.206	0	0.0793	0.0994	0.00203	0.065	0.714	119.951	3.43445	4	9
67	0.765	0.791	8	-5.707	1	0.0317	0.262	0.000154	0.0669	0.966	95.026	3.437116667	4	9
95	0.762	0.701	8	-3.541	1	0.0286	0.235	0.000158	0.123	0.742	110.968	3.481116667	4	9
95	0.762	0.701	8	-3.541	1	0.0286	0.235	0.000158	0.123	0.742	110.968	3.48111667	4	9
43	0.685	0.963	10	-2.675	1	0.0336	0.0254	6.65E-06	0.33	0.916	110.025	3.492883333	4	9
44	0.322	0.646	11	-8.573	1	0.0333	0.52	0.00153	0.972	0.153	113.154	3.495333333	4	9
6	0.399	0.492	6	-10.777	0	0.0538	0.058	0.00101	0.11	0.159	91.066	3.507716667	4	9
78	0.751	0.834	1	-5.444	0	0.0437	0.3	1.77E-05	0.355	0.894	95.053	3.519333333	4	9
53	0.498	0.836	10	-5.224	0	0.0669	0.158	6.59E-06	0.971	0.279	144.882	3.551133333	4	9
72	0.668	0.798	11	-5.701	1	0.0334	0.00305	0.0144	0.277	0.575	133.928	3.588	4	9
78	0.439	0.61	9	-7.236	1	0.116	0.593	1.07E-05	0.341	0.172	181.088	3.5918	4	9
41	0.818	0.71	10	-5.716	1	0.0472	0.0753	0.0239	0.0581	0.791	145.97	3.609116667	4	9
49	0.847	0.801	9	-3.838	1	0.0565	0.0876	0.000204	0.766	0.841	93.19	3.611783333	4	9
43	0.406	0.429	11	-14.225	0	0.0462	0.642	0.000428	0.961	0.471	163.928	3.637783333	4	9
34	0.75	0.752	1	-5.776	1	0.0399	0.209	9.14E-05	0.131	0.527	140.001	3.639116667	4	9
30	0.821	0.582	8	-3.908	0	0.0621	0.133	0.00039	0.0527	0.88	104.991	3.644333333	4	9
47	0.667	0.898	1	-1.843	0	0.0448	0.00293	0.000722	0.159	0.751	110.056	3.653783333	4	9
36	0.553	0.95	7	-3.516	1	0.111	0.292	4.54E-05	0.984	0.285	101.183	3.654	4	9
72	0.88	0.443	11	-6.359	0	0.0653	0.462	7.13E-06	0.122	0.803	138.018	3.687333333	4	9
34	0.517	0.993	7	-3.894	1	0.0748	0.00132	0.0822	0.989	0.362	126.137	3.72045	4	9
53	0.709	0.565	5	-6.395	0	0.0471	0.00209	0.0125	0.0901	0.571	112.203	3.729333333	4	9
33	0.527	0.699	4	-6.618	1	0.0315	0.422	0.000373	0.982	0.369	130.177	3.752216667	4	9
37	0.776	0.836	6	-3.812	0	0.117	0.126	0.000646	0.0696	0.925	106.966	3.768883333	4	9
48	0.648	0.664	4	-6.617	0	0.164	0.25	1.18E-06	0.33	0.484	127.917	3.806883333	4	9
29	0.5	0.673	10	-10.292	1	0.0367	0.0729	0.0147	0.493	0.56	149.326	3.822666667	4	9
71	0.416	0.675	8	-6.109	1	0.0821	0.0504	0.00014	0.265	0.389	140.129	3.84285	4	9
19	0.635	0.628	7	-5.862	1	0.0255	0.00143	2.98E-05	0.177	0.407	105.973	3.845616667	4	9
37	0.396	0.811	2	-10.441	1	0.0419	0.000601	0.000599	0.677	0.343	159.426	3.850666667	4	9
97	0.808	0.897	11	-3.712	0	0.0348	0.0469	3.14E-05	0.364	0.591	126.026	3.85068333	4	9
3	0.67	0.398	9	-9.14	1	0.0306	0.319	0.000113	0.38	0.219	125.983	3.85715	4	9
17	0.528	0.835	7	-5.863	1	0.0384	0.00013	0.000207	0.923	0.542	125.02	3.878933333	4	9
2	0.491	0.627	2	-6.207	1	0.0255	0.436	1.25E-06	0.264	0.402	78.047	3.88155	4	9
56	0.8	0.875	11	-4.952	0	0.0338	0.0615	2.79E-06	0.13	0.882	100.033	3.892216667	4	9
15	0.582	0.872	11	-6.958	1	0.0726	0.00202	0.00142	0.51	0.519	127.991	3.930316667	4	9
87	0.612	0.807	10	-2.81	1	0.0336	0.0495	0.0177	0.101	0.398	124.053	4.006666667	4	9
41	0.632	0.962	7	-8.995	1	0.0407	0.119	0.0132	0.639	0.965	128.085	4.02155	4	9
1	0.345	0.346	4	-8.168	1	0.0284	0.496	6.21E-06	0.117	0.155	149.713	4.03045	4	9
85	0.727	0.681	5	-7.114	0	0.0265	0.00214	0.000307	0.0861	0.448	123.028	4.03283333	4	9
34	0.446	0.708	8	-4.367	1	0.0627	0.568	1.72E-06	0.311	0.496	159.858	4.041116667	4	9
60	0.633	0.922	11	-4.842	0	0.0454	0.116	0.000465	0.071	0.686	84.11	4.058883333	4	9
22	0.511	0.643	5	-5.737	1	0.0287	0.137	8.22E-05	0.201	0.604	83.005	4.06355	4	9
84	0.445	0.537	4	-8.532	0	0.04	0.695	1.65E-05	0.0944	0.131	122.769	4.072666667	4	9
41	0.628	0.913	7	-7.222	1	0.0503	0.156	0.000352	0.974	0.557	105.01	4.099066667	4	9
35	0.465	0.467	10	-8.632	1	0.0531	0.939	1.37E-05	0.723	0.412	80.03	4.10245	4	9
77	0.521	0.277	11	-10.34	1	0.0356	0.634	7.07E-05	0.103	0.13	115.01	4.147116667	4	9
37	0.478	0.344	3	-11.238	1	0.0363	0.854	1.87E-05	0.818	0.27	128.286	4.161116667	4	9
29	0.483	0.995	5	-5.176	1	0.0426	0.0235	0.000175	0.954	0.446	139.123	4.186083333	4	9
39	0.599	0.911	6	-5.715	0	0.0367	0.00553	0.00439	0.561	0.382	121.911	4.216216667	4	9
30	0.551	0.974	9	-4.776	1	0.0614	0.114	7.81E-05	0.969	0.229	87.71	4.239016667	4	9
34	0.526	0.731	6	-4.901	1	0.0459	0.083	0.000787	0.0557	0.491	128.04	4.274	4	9
38	0.509	0.439	5	-8.011	1	0.0395	0.294	3.46E-05	0.725	0.258	89.241	4.300666667	4	9
22	0.439	0.682	4	-9.044	1	0.042	0.113	1.10E-05	0.973	0.345	142.113	4.33955	4	9
60	0.718	0.907	6	-5.154	0	0.0501	0.167	0.00104	0.245	0.975	127.151	4.537116667	4	9
31	0.487	0.678	7	-8.058	1	0.0334	0.167	1.14E-05	0.687	0.355	140.175	4.757783333	4	9
39	0.422	0.33	4	-14.202	1	0.133	0.942	0.00259	0.964	0.475	80.024	4.80245	4	9
81	0.809	0.463	11	-11.377	1	0.0396	0.256	0.085	0.109	0.364	111.98	4.98235	4	9
43	0.395	0.301	11	-13.153	1	0.0329	0.935	0.000167	0.972	0.296	128.181	5.11955	4	9
55	0.677	0.665	7	-5.171	1	0.0305	0.56	1.01E-06	0.338	0.706	74.981	5.208883333	4	9
34	0.635	0.68	1	-6.945	1	0.0268	0.485	0.00151	0.738	0.534	113.979	5.34	4	9
38	0.403	0.562	10	-10.429	1	0.0345	0.0437	0.00938	0.966	0.311	138.289	5.732216667	4	9
36	0.203	0.717	11	-5.82	0	0.0381	0.00539	1.03E-05	0.976	0.461	175.923	5.761116667	4	9
46	0.229	0.903	4	-4.321	1	0.0664	0.00673	1.02E-05	0.948	0.266	150.08	5.927783333	4	9
33	0.159	0.76	1	-5.09	1	0.0402	0.485	0.00369	0.933	0.551	189.333	6.124883333	4	9
24	0.397	0.769	10	-7.042	1	0.0449	0.0358	2.57E-05	0.935	0.426	83.718	6.236683333	4	9
39	0.271	0.746	3	-8.828	1	0.0559	0.131	0.00202	0.765	0.173	79.02	6.379116667	4	9
30	0.524	0.789	2	-6.783	1	0.114	0.263	1.65E-05	0.732	0.344	102.958	7.361116667	4	9
24	0.24	0.914	8	-4.929	1	0.0991	0.00313	0.000175	0.95	0.455	86.228	8.256	4	9
39	0.556	0.825	9	-5.79	0	0.0473	0.00383	0.0828	0.922	0.28	125.001	9.835333333	4	9
71	0.799	0.543	10	-6.094	0	0.24	0.0512	0.0425	0.134	0.25	187.906	85742	4	9
77	0.657	0.447	9	-9.299	0	0.087	0.701	0.924	0.198	0.537	184.315	86739	4	9
73	0.756	0.211	5	-17.646	1	0.409	0.784	8.65E-06	0.11	0.307	81.253	87707	4	9
75	0.577	0.788	11	-6.737	0	0.0977	0.014	2.56E-06	0.123	0.644	172.926	93970	4	9
49	0.364	0.936	9	-4.281	1	0.146	0.000626	2.50E-06	0.427	0.579	180.191	100608	4	9
25	0.604	0.67	1	-11.053	1	0.0428	0.767	0.361	0.0948	0.97	100.492	106789	4	9
74	0.941	0.471	1	-13.087	1	0.494	0.0308	0.00838	0.0837	0.487	119.898	111550	4	9
51	0.815	0.565	1	-10.499	0	0.0902	0.213	0.000239	0.0952	0.705	103.955	119291	4	9
72	0.895	0.671	7	-3.126	1	0.137	0.243	3.57E-06	0.0768	0.905	84.956	120000	4	9
60	0.888	0.841	6	-1.933	1	0.147	0.46	9.12E-05	0.0568	0.964	149.994	120200	4	9
84	0.855	0.463	3	-7.454	1	0.0367	0.217	1.77E-05	0.347	0.866	102.931	122773	4	9
27	0.656	0.863	1	-2.698	0	0.0518	0.203	2.64E-06	0.119	0.696	105.038	123429	4	9
26	0.77	0.506	10	-8.854	0	0.12	0.3	4.78E-06	0.125	0.507	124.042	124011	4	9
48	0.628	0.329	9	-13.577	1	0.104	0.8	0.0855	0.256	0.407	79.976	124500	4	9
18	0.691	0.753	11	-6.098	0	0.0634	0.000266	0.31	0.107	0.886	157.903	125689	4	9
54	0.864	0.669	11	-5.827	0	0.154	0.229	0.00087	0.0796	0.663	127.002	126584	4	9
62	0.331	0.5	2	-9.119	0	0.0514	0.677	6.61E-06	0.116	0.421	86.963	127465	4	9
31	0.7	0.542	9	-4.986	1	0.0294	0.0283	0.0977	0.246	0.945	93.981	129139	4	9
37	0.821	0.857	2	-3.501	1	0.124	0.0799	0.322	0.168	0.335	100.015	130229	4	9
69	0.876	0.765	9	-6.554	0	0.269	0.119	5.20E-06	0.0826	0.729	115.072	131381	4	9
73	0.748	0.297	1	-10.613	1	0.132	0.485	0.27	0.138	0.114	123.983	131587	4	9
28	0.876	0.497	1	-6.001	0	0.147	0.587	0.00436	0.0718	0.407	103.944	131611	4	9
53	0.709	0.517	7	-8.077	1	0.0335	0.277	0.118	0.484	0.429	105.369	132000	4	9
34	0.546	0.298	6	-10.78	1	0.0263	0.523	0.00084	0.116	0.157	96.806	133608	4	9
47	0.768	0.215	3	-10.33	1	0.0626	0.907	1.13E-05	0.117	0.219	131.167	134151	4	9
55	0.829	0.631	1	-7.876	1	0.106	0.875	0.0123	0.109	0.792	106.863	136822	4	9
33	0.849	0.423	5	-12.877	0	0.11	0.763	0.0394	0.278	0.414	136.143	137647	4	9
34	0.847	0.654	3	-5.431	0	0.0378	0.0748	0.0656	0.128	0.875	119.955	138043	4	9
35	0.544	0.463	9	-10.572	1	0.13	0.56	6.62E-05	0.112	0.157	88.906	138667	4	9
44	0.764	0.52	8	-5.499	0	0.122	0.131	0.000135	0.291	0.324	108.024	138897	4	9
87	0.734	0.855	6	-4.578	0	0.135	0.0821	4.73E-06	0.0901	0.54	121.955	139563	4	9
32	0.734	0.743	1	-6.496	0	0.0377	0.102	7.58E-05	0.323	0.717	104.078	139625	4	9
77	0.833	0.748	1	-5.963	1	0.229	0.0331	1.44E-06	0.0728	0.484	119.925	140000	4	9
41	0.604	0.665	5	-7.981	1	0.305	0.516	6.77E-06	0.0766	0.48	84.691	141093	4	9
67	0.598	0.662	4	-5.797	1	0.048	0.00301	0.000167	0.0812	0.531	174.937	141207	4	9
67	0.95	0.574	11	-7.969	0	0.251	0.0973	0.000274	0.0801	0.656	106.042	141509	4	9
48	0.76	0.647	11	-5.353	0	0.117	0.0982	8.78E-06	0.31	0.893	118.988	142209	4	9
53	0.876	0.576	9	-5.377	0	0.0866	0.199	6.03E-06	0.174	0.585	111.008	142500	4	9
47	0.803	0.693	1	-6.053	1	0.056	0.0383	1.17E-05	0.0453	0.43	105.049	142857	4	9
55	0.818	0.439	5	-10.829	0	0.0759	0.273	0.000387	0.125	0.861	144.005	142933	4	9
52	0.898	0.509	11	-6.038	0	0.124	0.158	0.0036	0.0939	0.555	108.002	143556	4	9
51	0.672	0.526	4	-6.446	1	0.0599	0.0311	1.37E-06	0.28	0.28	123.999	143747	4	9
74	0.744	0.816	11	-3.933	1	0.0372	0.144	8.51E-06	0.0902	0.748	120.062	144000	4	9
49	0.794	0.695	3	-5.998	0	0.0451	0.185	4.39E-06	0.0796	0.695	123.018	144790	4	9
30	0.888	0.584	6	-7.525	1	0.142	0.141	3.25E-06	0.0731	0.724	101.996	144827	4	9
30	0.763	0.673	5	-7.383	0	0.0578	0.241	2.14E-06	0.471	0.63	133.075	145162	4	9
39	0.645	0.334	2	-6.709	0	0.0288	0.731	1.08E-05	0.113	0.508	91.337	145347	4	9
77	0.739	0.522	7	-12.304	0	0.151	0.821	0.00124	0.233	0.619	138.263	146390	4	9
86	0.346	0.944	9	-9.874	1	0.0485	4.16E-05	0.565	0.0546	0.403	179.63	147036	4	9
86	0.637	0.929	4	-3.593	1	0.0491	0.00167	2.62E-05	0.344	0.902	80.974	147351	4	9
61	0.696	0.83	8	-4.866	1	0.146	0.0717	2.39E-06	0.171	0.677	138.057	147562	4	9
46	0.739	0.715	6	-7.767	1	0.038	0.109	2.93E-06	0.112	0.726	140.009	147577	4	9
76	0.624	0.614	2	-4.165	1	0.0448	0.00391	0.0278	0.187	0.139	168.87	147638	4	9
37	0.76	0.667	10	-7.61	0	0.258	0.0264	0.00352	0.192	0.548	121.986	149508	4	9
47	0.756	0.674	7	-7.036	0	0.0352	0.0782	0.0511	0.0804	0.429	103.982	150000	4	9
50	0.907	0.567	8	-7.164	1	0.0636	0.232	0.000101	0.198	0.831	130.002	150000	4	9
91	0.669	0.784	7	-5.603	1	0.112	0.194	6.28E-06	0.115	0.517	125.993	150053	4	9
43	0.861	0.726	10	-6.134	0	0.0366	0.222	0.00186	0.187	0.748	110.015	151091	4	9
44	0.687	0.64	2	-7.799	1	0.0515	0.523	1.32E-06	0.327	0.97	84.965	151493	4	9
53	0.923	0.587	1	-2.98	1	0.122	0.0474	0.00245	0.0695	0.569	97.996	151686	4	9
41	0.814	0.712	8	-6.225	0	0.277	0.344	0.00561	0.0719	0.929	110.15	151898	4	9
54	0.723	0.829	8	-6.133	0	0.103	0.797	0.0278	0.136	0.8	96.96	152042	4	9
26	0.618	0.475	2	-11.244	1	0.105	0.881	0.00172	0.481	0.918	94.485	152346	4	9
24	0.692	0.521	2	-6.769	1	0.0414	0.643	4.16E-06	0.119	0.734	76.958	152580	4	9
30	0.779	0.435	1	-7.473	1	0.0449	0.813	7.53E-06	0.0787	0.588	91.002	152693	4	9
81	0.677	0.744	10	-6.806	0	0.0295	0.0404	0.00016	0.074	0.631	124.08	152913	4	9
65	0.578	0.894	2	-4.671	1	0.0593	0.00158	7.51E-06	0.383	0.522	139.99	153040	4	9
47	0.91	0.559	1	-10.883	1	0.0876	0.0205	0.509	0.103	0.412	114.005	153684	4	9
52	0.621	0.766	1	-1.73	0	0.0392	0.433	9.20E-06	0.323	0.612	138.974	153784	4	9
62	0.785	0.65	11	-6.308	1	0.0343	0.182	0.000108	0.234	0.844	99.984	153810	4	9
1	0.761	0.458	8	-7.248	1	0.0511	0.0968	5.84E-06	0.0841	0.785	139.961	154458	4	9
56	0.679	0.253	2	-13.777	1	0.0412	0.812	0.301	0.111	0.653	127.45	155007	4	9
59	0.365	0.117	11	-10.61	0	0.041	0.969	2.48E-06	0.684	0.119	168.744	155188	4	9
